id;numCavite;indiceBSS;designationBSS;natureCavite;typeCavite;typeCaviteAppauvri;nomCavite;statut;confidentialite;raisonConfidentialite;organismeChxConfidentialite;reperageGeographique;positionnement;positionnementAppauvri;sourceCoordonnees;precisionXY;dateValidite;auteurDescription;dateMajCavite;lambertOuvrage;xOuvrage;yOuvrage;zOuvrage;xouvl2e;youvl2e;numInsee;commentaires;caviteAssociee;cUserSaisie;cDateSaisie;cUserModif;dateValidationSaisie;dateValidationDiffusion;userValidationSaisie;userValidationDiffusion;statutValidation;dangerosite;
"2686";"AQIAA0020240";;;"galeries filantes";"carrière";"carriere";"Pardaillan_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-01";"M.BORDONNE";"2009-04-30";"5";"377154.000000";"1980318.000000";;"377154";"1980318";"33234";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"109265";"AQIAA0020241";;;"chambres et galeries";"carrière";"carriere";"Pardaillan_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-01";"M.BORDONNE";"2009-04-30";"5";"377175.000000";"1980319.000000";;"377175";"1980319";"33234";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"106273";"AQIAA0020242";;;"chambres et galeries";"carrière";"carriere";"Pardaillan_03";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-01";"M.BORDONNE";"2009-04-30";"5";"377185.000000";"1980310.000000";;"377185";"1980310";"33234";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108752";"AQIAA0020243";;;"galeries filantes";"carrière";"carriere";"Pardaillan_04";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-01";"M.BORDONNE";"2009-10-07";"5";"377239.000000";"1980393.000000";;"377239";"1980393";"33234";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108240";"AQIAA0020244";;;"galeries filantes";"carrière";"carriere";"Le_Château_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-01";"M.BORDONNE";"2009-04-30";"5";"375802.000000";"1979460.000000";;"375802";"1979460";"33234";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"2626";"AQIAA0020245";;;"chambres et piliers";"carrière";"carriere";"Le_Château_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-01";"M.BORDONNE";"2009-04-30";"5";"376302.000000";"1979522.000000";;"376302";"1979522";"33234";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"106268";"AQIAA0020246";;;"chambres et piliers";"carrière";"carriere";"Le_Grand_Parc_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-01";"M.BORDONNE";"2009-04-30";"5";"376724.000000";"1979738.000000";;"376724";"1979738";"33234";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105992";"AQIAA0020247";;;"chambres et piliers";"carrière";"carriere";"Le_Grand_Parc_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-01";"M.BORDONNE";"2009-04-30";"5";"376887.000000";"1979721.000000";;"376887";"1979721";"33234";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"106819";"AQIAA0020248";;;"galeries filantes";"carrière";"carriere";"Le_Grand_Parc_03";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-01";"M.BORDONNE";"2009-04-30";"5";"376860.000000";"1979899.000000";;"376860";"1979899";"33234";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"2589";"AQIAA0020249";;;"chambres et galeries";"carrière";"carriere";"Clottet_Le_Basque";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-01";"M.BORDONNE";"2009-04-24";"5";"417829.000000";"1975668.000000";;"417829";"1975668";"33247";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105938";"AQIAA0020250";;;"chambres et galeries";"carrière";"carriere";"Jean_Larc_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-01";"M.BORDONNE";"2009-04-30";"5";"399534.000000";"1982454.000000";;"399534";"1982454";"33257";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"2839";"AQIAA0020251";;;"chambres et piliers";"carrière";"carriere";"Jean_Larc_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-01";"M.BORDONNE";"2009-04-30";"5";"399566.000000";"1982436.000000";;"399566";"1982436";"33257";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"109383";"AQIAA0020252";;;"chambres et galeries";"carrière";"carriere";"Jean_Larc_03";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-01";"M.BORDONNE";"2009-04-30";"5";"399569.000000";"1982428.000000";;"399569";"1982428";"33257";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105463";"AQIAA0020253";;;"chambres et galeries";"carrière";"carriere";"Jean_Larc_04";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-01";"M.BORDONNE";"2009-04-30";"5";"399566.000000";"1982417.000000";;"399566";"1982417";"33257";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"106253";"AQIAA0020254";;;"chambres et piliers";"carrière";"carriere";"Bouchecourt_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-01";"M.BORDONNE";"2009-04-30";"5";"400384.000000";"1982837.000000";;"400384";"1982837";"33257";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105977";"AQIAA0020255";;;"chambres et galeries";"carrière";"carriere";"Bouchecourt_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-01";"M.BORDONNE";"2009-04-30";"5";"400405.000000";"1982847.000000";;"400405";"1982847";"33257";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105492";"AQIAA0020256";;;"chambres et piliers";"carrière";"carriere";"Bouchecourt_03";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-01";"M.BORDONNE";"2009-04-30";"5";"400468.000000";"1982785.000000";;"400468";"1982785";"33257";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105895";"AQIAA0020257";;;"chambres et piliers";"carrière";"carriere";"Pugerin_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-03";"M.BORDONNE";"2009-04-24";"5";"379543.000000";"1981734.000000";;"379543";"1981734";"33245";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108695";"AQIAA0020259";;;"chambres et piliers";"carrière";"carriere";"Pugerin_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-03";"M.BORDONNE";"2009-04-24";"5";"379631.000000";"1981786.000000";;"379631";"1981786";"33245";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"2650";"AQIAA0020260";;;"chambres et piliers";"carrière";"carriere";"Pugerin_03";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-03";"M.BORDONNE";"2009-04-24";"5";"379649.000000";"1981736.000000";;"379649";"1981736";"33245";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108938";"AQIAA0020261";;;"chambres et piliers";"carrière";"carriere";"Pugerin_04";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-03";"M.BORDONNE";"2009-04-24";"5";"379694.000000";"1981632.000000";;"379694";"1981632";"33245";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"120038";"AQIAA0020262";;;"chambres et piliers";"carrière";"carriere";"Clottet_Escorgeboeuf";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-03";"M.BORDONNE";"2009-10-07";"5";"380767.000000";"1982333.000000";;"380767";"1982333";"33245";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"110664";"AQIAA0020263";;;"chambres et piliers";"carrière";"carriere";"Loustalot";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-03";"M.BORDONNE";"2009-04-24";"5";"380617.000000";"1981466.000000";;"380617";"1981466";"33245";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"2772";"AQIAA0020264";;;"chambres et piliers";"carrière";"carriere";"Peyre";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-06";"M.BORDONNE";"2009-04-24";"5";"381301.000000";"1981693.000000";;"381301";"1981693";"33245";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"106176";"AQIAA0020265";;;"chambres et piliers";"carrière";"carriere";"Quartier_de_Bidon";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-06";"M.BORDONNE";"2009-04-24";"5";"381152.000000";"1980991.000000";;"381152";"1980991";"33245";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"109312";"AQIAA0020266";;;"chambres et piliers";"carrière";"carriere";"Quartier_de_Cazaubaque_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-06";"M.BORDONNE";"2009-04-24";"5";"381265.000000";"1980903.000000";;"381265";"1980903";"33245";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108962";"AQIAA0020267";;;"galeries filantes";"carrière";"carriere";"Clottet_Quartier_de_Cazaubaque_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-06";"M.BORDONNE";"2009-04-24";"5";"381298.000000";"1980545.000000";;"381298";"1980545";"33245";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108075";"AQIAA0020268";;;"chambres et galeries";"carrière";"carriere";"Clottet_Quartier_de_Cazaubaque_03";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-06";"M.BORDONNE";"2009-04-24";"5";"381336.000000";"1980569.000000";;"381336";"1980569";"33245";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105963";"AQIAA0020269";;;"chambres et piliers";"carrière";"carriere";"Clottet_Château_Seguin_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-06";"M.BORDONNE";"2009-04-24";"5";"381777.000000";"1981339.000000";;"381777";"1981339";"33245";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105774";"AQIAA0020270";;;"chambres et galeries";"carrière";"carriere";"Clottet_Château_Seguin_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-06";"M.BORDONNE";"2009-10-07";"5";"381811.000000";"1981347.000000";;"381811";"1981347";"33245";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105907";"AQIAA0020271";;;"chambres et galeries";"carrière";"carriere";"Clottet_Château_Seguin_03";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-06";"M.BORDONNE";"2009-04-24";"5";"381823.000000";"1981336.000000";;"381823";"1981336";"33245";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108970";"AQIAA0020272";;;"chambres et galeries";"carrière";"carriere";"Clottet_Château_Seguin_04";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-06";"M.BORDONNE";"2009-04-24";"5";"381840.000000";"1981313.000000";;"381840";"1981313";"33245";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"109277";"AQIAA0020273";;;"chambres et galeries";"carrière";"carriere";"Clottet_Château_Seguin_05";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-06";"M.BORDONNE";"2009-04-24";"5";"381858.000000";"1981331.000000";;"381858";"1981331";"33245";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108248";"AQIAA0020274";;;"chambres et galeries";"carrière";"carriere";"Clottet_Château_Seguin_06";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-06";"M.BORDONNE";"2009-04-24";"5";"381872.000000";"1981332.000000";;"381872";"1981332";"33245";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108846";"AQIAA0020275";;;"chambres et galeries";"carrière";"carriere";"Clottet_Château_Seguin_07";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-06";"M.BORDONNE";"2009-04-24";"5";"381893.000000";"1981334.000000";;"381893";"1981334";"33245";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105874";"AQIAA0020276";;;"chambres et galeries";"carrière";"carriere";"Clottet_Château_Seguin_08";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-06";"M.BORDONNE";"2009-10-07";"5";"381902.000000";"1981302.000000";;"381902";"1981302";"33245";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108805";"AQIAA0020277";;;"galeries filantes";"carrière";"carriere";"Clottet_Château_Seguin_09";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-06";"M.BORDONNE";"2009-04-24";"5";"381924.000000";"1981316.000000";;"381924";"1981316";"33245";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"109133";"AQIAA0020278";;;"galeries filantes";"carrière";"carriere";"Clottet_Carriet_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-06";"M.BORDONNE";"2009-04-24";"5";"373490.000000";"1990955.000000";;"373490";"1990955";"33249";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105943";"AQIAA0020279";;;"galeries filantes";"carrière";"carriere";"Clottet_Carriet_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-06";"M.BORDONNE";"2009-04-24";"5";"373477.000000";"1990930.000000";;"373477";"1990930";"33249";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105530";"AQIAA0020281";;;"chambres et piliers";"carrière";"carriere";"Prince_Noir";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-06";"M.BORDONNE";"2009-04-24";"5";"373330.000000";"1990541.000000";;"373330";"1990541";"33249";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"109000";"AQIAA0020282";;;"galeries filantes";"carrière";"carriere";"Clottet_du_Prince_Noir";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-06";"M.BORDONNE";"2009-04-24";"5";"373510.000000";"1990465.000000";;"373510";"1990465";"33249";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"120035";"AQIAA0020283";;;"galeries filantes";"carrière";"carriere";"Clottet_l'Hermitage_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-06";"M.BORDONNE";"2009-04-24";"5";"373087.000000";"1990285.000000";;"373087";"1990285";"33249";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105808";"AQIAA0020284";;;"chambres et galeries";"carrière";"carriere";"Clottet_Ermitage_Sainte_Catherine_de_Lormont_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-06";"M.BORDONNE";"2009-04-24";"5";"373063.000000";"1990296.000000";;"373063";"1990296";"33249";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108815";"AQIAA0020285";;;"chambres et galeries";"carrière";"carriere";"Clottet_Ermitage_Sainte_Catherine_de_Lormont_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-06";"M.BORDONNE";"2009-04-24";"5";"373059.000000";"1990292.000000";;"373059";"1990292";"33249";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105899";"AQIAA0020286";;;"chambres et galeries";"carrière";"carriere";"Clottet_Ermitage_Sainte_Catherine_de_Lormont_03";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-06";"M.BORDONNE1";"2009-04-24";"5";"373051.000000";"1990284.000000";;"373051";"1990284";"33249";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"106002";"AQIAA0020287";;;"chambres et galeries";"carrière";"carriere";"Clottet_Le_Bas_Rébedèche_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-07";"M.BORDONNE";"2009-04-28";"5";"373810.000000";"1985526.000000";;"373810";"1985526";"33167";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105527";"AQIAA0020288";;;"galeries filantes";"carrière";"carriere";"Clottet_Ermitage_Sainte_Catherine_de_Lormont_04";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-07";"M.BORDONNE";"2009-04-29";"5";"373043.000000";"1990264.000000";;"373043";"1990264";"33249";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108808";"AQIAA0020289";;;"chambres et galeries";"carrière";"carriere";"Clottet_l'Hermitage_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-07";"M.BORDONNE";"2009-04-24";"5";"373036.000000";"1990218.000000";;"373036";"1990218";"33249";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105755";"AQIAA0020290";;;"chambres et piliers";"carrière";"carriere";"L'Hermitage_03";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-07";"M.BORDONNE";"2009-04-24";"5";"373023.000000";"1990181.000000";;"373023";"1990181";"33249";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105805";"AQIAA0020291";;;"galeries filantes";"carrière";"carriere";"Clottet_du_Chalet";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-07";"M.BORDONNE";"2009-04-24";"5";"373213.000000";"1990286.000000";;"373213";"1990286";"33249";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"2576";"AQIAA0020292";;;"chambres et piliers";"carrière";"carriere";"Pimpin";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-07";"M.BORDONNE";"2009-04-24";"5";"373352.000000";"1990237.000000";;"373352";"1990237";"33249";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105472";"AQIAA0020293";;;"galeries filantes";"carrière";"carriere";"Clottet_des_Iris";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-07";"M.BORDONNE";"2009-04-24";"5";"373210.000000";"1989231.000000";;"373210";"1989231";"33249";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"2558";"AQIAA0020294";;;"chambres et piliers";"carrière";"carriere";"Fauroux_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-07";"M.BORDONNE";"2009-04-30";"5";"402206.000000";"1976230.000000";;"402206";"1976230";"33258";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108904";"AQIAA0020295";;;"souterrain refuge";"ouvrage civil";"ouvrage civil";"Souterrain_de_Fauroux";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-07";"M.BORDONNE";"2009-04-30";"5";"402491.000000";"1976242.000000";;"402491";"1976242";"33258";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"109538";"AQIAA0020296";;;"chambres et piliers";"carrière";"carriere";"Fauroux_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-07";"M.BORDONNE";"2009-04-30";"5";"402529.000000";"1976262.000000";;"402529";"1976262";"33258";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108329";"AQIAA0020297";;;"chambres et piliers";"carrière";"carriere";"Charron_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-07";"M.BORDONNE";"2009-04-30";"5";"402623.000000";"1976402.000000";;"402623";"1976402";"33258";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105567";"AQIAA0020298";;;"chambres et piliers";"carrière";"carriere";"Charron_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-07";"M.BORDONNE";"2009-04-30";"5";"402726.000000";"1976522.000000";;"402726";"1976522";"33258";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108165";"AQIAA0020299";;;"chambres et piliers";"carrière";"carriere";"Fontarnaud_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-04-07";"M.BORDONNE";"2009-04-30";"5";"402667.000000";"1975662.000000";;"402667";"1975662";"33258";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
